jarName,packageName,className
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson,org.bson.BsonUndefined
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson,org.bson.BsonValue
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson,org.bson.BsonWriter
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson,org.bson.BsonWriterSettings
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson,org.bson.ByteBuf
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson,org.bson.ByteBufNIO
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson,org.bson.Document
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson,org.bson.FieldNameValidator
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson,org.bson.NoOpFieldNameValidator
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson,org.bson.RawBsonDocument$SerializationProxy
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson,org.bson.RawBsonDocument
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson,org.bson.StringUtils
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson,org.bson.Transformer
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson,org.bson.UuidRepresentation
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.assertions,org.bson.assertions.Assertions
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.AtomicBooleanCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.AtomicIntegerCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.AtomicLongCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.BinaryCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.BooleanCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.BsonArrayCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.BsonBinaryCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.BsonBooleanCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.BsonDateTimeCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.BsonDBPointerCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.BsonDecimal128Codec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.BsonDocumentCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.BsonDocumentWrapperCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.BsonDoubleCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.BsonInt32Codec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.BsonInt64Codec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.BsonJavaScriptCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.BsonJavaScriptWithScopeCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.BsonMaxKeyCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.BsonMinKeyCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.BsonNullCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.BsonObjectIdCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.BsonRegularExpressionCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.BsonStringCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.BsonSymbolCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.BsonTimestampCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.BsonTypeClassMap
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.BsonTypeCodecMap
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.BsonUndefinedCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.BsonValueCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.BsonValueCodecProvider
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.ByteArrayCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.ByteCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.CharacterCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.Codec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.CodeCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.CodeWithScopeCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.CollectibleCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.DateCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.Decimal128Codec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.Decoder
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.DecoderContext$1
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.DecoderContext$Builder
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.DecoderContext
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.DocumentCodec$1
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.DocumentCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.DocumentCodecProvider
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.DoubleCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.Encoder
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.EncoderContext$1
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.EncoderContext$Builder
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.EncoderContext
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.FloatCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.IdGenerator
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.IntegerCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.IterableCodec$1
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.IterableCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.IterableCodecProvider
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.LongCodec
/Users/shreya/eclipse-workspace/app-moder/acmeair-monolithic-java/target/acmeair-java-2.0.0-SNAPSHOT/WEB-INF/lib/bson-3.4.2.jar,org.bson.codecs,org.bson.codecs.MaxKeyCodec
